"","Gene","log2FC","pVal","qVal","Direction"
"410","TMX2",0,1,1,"DOWN"
"411","STXBP5",-3.63724954653981e-18,0.999999996008142,1,"DOWN"
"412","PAFAH1B3",0,1,1,"DOWN"
"413","NTM",0.154100916956007,0.0832963534367023,0.597624976302821,"UP"
"414","PAIP1",-3.81017212090399e-19,0.999999998751055,1,"DOWN"
"415","CLIP1",-0.00529437517314706,0.826029070391273,1,"DOWN"
"416","2900011O08RIK;sp|Q8R1Y2|CP045_MOUSE",2.22074658696693e-15,0.999999878534881,1,"UP"
"417","CISD2",0,1,1,"DOWN"
"418","CACNB3",0.0387920150051373,0.43988834415029,1,"UP"
"419","COPS7A",3.16557359074717e-19,0.999999999559894,1,"UP"
"420","ARHGEF9",-0.236404750104249,0.00786905625027723,0.204595462507208,"DOWN"
"421","TMEM132A",0,1,1,"DOWN"
"422","NEGR1",0.0801317797626192,0.260697368726237,1,"UP"
"423","DGKI",4.97328406722518e-19,0.999999999507673,1,"UP"
"424","CAMSAP3",0.196467560397486,0.0017420596936109,0.0914258735498759,"UP"
"425","DPP10",1.8418449171955e-16,0.999999960971862,1,"UP"
"426","ANK1",-3.25054276167142e-17,0.999999984147261,1,"DOWN"
"427","WIPF3",-3.78454172799656e-14,0.999999890035513,1,"DOWN"
"428","MAPRE3",0,1,1,"DOWN"
"429","CRYZL1",-2.21383694822255e-17,0.999999985889818,1,"DOWN"
"430","IGSF11",0,1,1,"DOWN"
"431","PTPN2",0,1,1,"DOWN"
"432","CCDC92",0.152073446791755,0.029596598779498,0.395645098778761,"UP"
"433","GSK3A",-1.94298394052812e-13,0.99999966231104,1,"DOWN"
"434","DHCR7",1.31376141267471e-19,0.999999999528287,1,"UP"
"435","FAM241B",1.72213867958196e-19,0.999999999354403,1,"UP"
"436","GLS",-0.00747116756166175,0.719994146922274,1,"DOWN"
"437","ATP6V1A",-0.0849027187130498,0.0496730526324903,0.466806873802168,"DOWN"
"438","CLCN2",0,1,1,"DOWN"
"439","PCDH1",0,1,1,"DOWN"
"440","BCAT1",-0.108446238713301,0.00467443974662571,0.145091536036856,"DOWN"
"441","ADCK5",0,1,1,"DOWN"
"442","KCNAB2",0.069436076196226,0.280775283771419,1,"UP"
"443","NRXN1",0.104293716215875,0.0770031957957557,0.57432083945846,"UP"
"444","CLDND1",0.0619779720880785,0.266614184376337,1,"UP"
"445","CCDC127",0.0784678319171525,0.224513765618887,0.947540611896093,"UP"
"446","KIF2A",-0.0476261886695861,0.240628281293716,0.982623269721025,"DOWN"
"447","BRK1",-0.107143777313909,0.0240028350496532,0.354291846514153,"DOWN"
"448","TBCE",0.10872756099145,0.438542729407571,1,"UP"
"449","KCNMA1",1.05645237615603e-16,0.999999980810813,1,"UP"
"450","PSD3",0,1,1,"DOWN"
"451","ABR",-7.20968775013554e-18,0.999999994217549,1,"DOWN"
"452","PRRT2",0,1,1,"DOWN"
"453","TLN2",-0.00758925963435412,0.745458378762612,1,"DOWN"
"454","XPO7",0.051231052362853,0.106555623158558,0.661044908800488,"UP"
"455","CUL5",7.51208101035353e-17,0.99999999187829,1,"UP"
"456","EPB41L1",0,1,1,"DOWN"
"457","TNPO2",-6.72273677957113e-18,0.999999993646491,1,"DOWN"
"458","GCN1",0,1,1,"DOWN"
"459","EIF4G1",-0.0675166298844137,0.181342200645799,0.845266454933181,"DOWN"
"460","EPHX1",2.16965292098886e-16,0.999999984036042,1,"UP"
"461","FARSA",-1.05052933985419e-19,0.999999999758991,1,"DOWN"
"462","CC2D1A",2.35897851401708e-19,0.999999999356042,1,"UP"
"463","PNPLA8",0.14581565809995,0.0673491947064099,0.53765526140272,"UP"
"464","CALM3;CALM2;CALM1;CALML3",-0.142693871063971,0.000170169330152389,0.0219209037114487,"DOWN"
"465","TIMM22",0.0301446366389417,0.44660449556015,1,"UP"
"466","CAMK2A",-0.110751127989298,0.028713480073124,0.385933715667834,"DOWN"
"467","ADAP1",0.0227348431794454,0.577501653582841,1,"UP"
"468","HAGH",-8.29331047757953e-18,0.999999995383386,1,"DOWN"
"469","BECN1",0,1,1,"DOWN"
"470","CAPNS1",-0.0837044387126348,0.0401252848781823,0.439054275462427,"DOWN"
"471","USP14",2.99383355614835e-19,0.999999999673288,1,"UP"
"472","PITPNM2",-0.108776965876223,0.251649131065248,1,"DOWN"
"473","GM10036;RPL11;GM5093",0.0719226210351277,0.104092855426823,0.657013702181774,"UP"
"474","ARHGAP5",-0.0835083090249404,0.141243466008096,0.751001843652805,"DOWN"
"475","AFDN",0.0578739341913885,0.214846271224655,0.928566022527651,"UP"
"476","PSAP",9.87647382984771e-19,0.999999998453017,1,"UP"
"477","MAP4",-1.02504414079427e-19,0.999999999750444,1,"DOWN"
"478","MAN2C1",0,1,1,"DOWN"
"479","GM20390;NME2;NME1",4.28777739891399e-17,0.999999994434998,1,"UP"
"480","C2CD5",3.1836917009191e-14,0.999999345194123,1,"UP"
"481","GM20425;TF",-0.0484189961859447,0.147269553638344,0.768622311254267,"DOWN"
"482","FABP7",-0.0826342035748991,0.0805995865209082,0.588709351031582,"DOWN"
"483","ELMOD1",0.0373497970166673,0.321090581637842,1,"UP"
"484","ITSN1",-1.13408956863585e-17,0.999999988870559,1,"DOWN"
"485","MYO6",-1.19099094639742e-17,0.999999989758589,1,"DOWN"
"486","CD200",0.210017432506459,0.0311737333114043,0.406905924032585,"UP"
"487","RGS12",0.0492213849185797,0.346428119436829,1,"UP"
"488","SEC23A",-0.0564591093498667,0.323456577249761,1,"DOWN"
"489","DHODH",0,1,1,"DOWN"
"490","CAMK2D",-0.0374035046089684,0.356282087738434,1,"DOWN"
"491","LRP1B",0,1,1,"DOWN"
"492","SIDT1",0,1,1,"DOWN"
"493","CAPZA1",-0.170525628949623,8.10226403590176e-05,0.014351135173591,"DOWN"
"494","CAPZA2",-0.211300512497766,3.08508086524513e-08,4.37155958605235e-05,"DOWN"
"495","MGLL",-1.39389233855312e-17,0.99999999232801,1,"DOWN"
"496","PEG10",0,1,1,"DOWN"
"497","DCTN1",-7.8566279225235e-17,0.999999987691884,1,"DOWN"
"498","2010300C02RIK",-0.151681928359549,0.0820500023355286,0.591678642796153,"DOWN"
"499","ALCAM",3.28208889909266e-15,0.99999987424352,1,"UP"
"500","ADSL",0,1,1,"DOWN"
"501","PIGK",0,1,1,"DOWN"
"502","ABLIM2",-0.227895548391816,0.127945828132982,0.715904761359397,"DOWN"
"503","CAPZB",-0.177490054947368,3.97307806888684e-07,0.000187661720787088,"DOWN"
"504","TRIM9",-0.116638352979364,0.103144273541468,0.656504406826834,"DOWN"
"505","DSP",0,1,1,"DOWN"
"506","RANBP9",0,1,1,"DOWN"
"507","ACTB",-0.112368058981716,0.179488247942979,0.844888395256527,"DOWN"
"508","NRXN2",0.0210679723568707,0.600693289528811,1,"UP"
"509","CACNA2D2",0.123777686378136,0.133590198124728,0.730877647655364,"UP"
"510","MAPK8IP3",-1.18122024557011e-18,0.999999998784213,1,"DOWN"
"511","ABCA7",0,1,1,"DOWN"
"512","IL1RAP",0,1,1,"DOWN"
"513","DMWD",0,1,1,"DOWN"
"514","CLASP1",2.72320549517767e-19,0.999999999813734,1,"UP"
"515","TTC7B",3.5117892691365e-13,0.999998374207154,1,"UP"
"516","WNK2",0,1,1,"DOWN"
"517","PFDN4",0,1,1,"DOWN"
"518","TMED7",-8.19440388566758e-19,0.999999997659364,1,"DOWN"
"519","TPM3",0,1,1,"DOWN"
"520","SYNJ1",-0.0486513859396629,0.307760208802851,1,"DOWN"
"521","CHADL",-0.203656670780384,0.0505462717855865,0.466806873802168,"DOWN"
"522","CALCOCO1",1.5386738457107e-17,0.999999992687159,1,"UP"
"523","AFDN",-0.0112837548672351,0.458074646641712,1,"DOWN"
"524","SCAMP3",0,1,1,"DOWN"
"525","NNT",0.159661436438392,0.0930724252643625,0.63476571188001,"UP"
"526","TTN",0.140403854244675,0.177554307359027,0.840048258857233,"UP"
"527","CLASP2",-0.0637953086679973,0.235561280713189,0.971733143436938,"DOWN"
"528","SLC4A4",1.9974645249456e-15,0.999999924069355,1,"UP"
"529","FAM131B",0.0199264489395428,0.549028755102269,1,"UP"
"530","DNAH1",0,1,1,"DOWN"
"531","LRRTM4",0.00938884372674793,0.715896297402205,1,"UP"
"532","RAP1GDS1",-6.41936985597086e-18,0.999999998032106,1,"DOWN"
"533","DCTN3",9.06104219511012e-15,0.99999972298598,1,"UP"
"534","CD47",0.226604111543413,0.0215598624543891,0.335717858218344,"UP"
"535","ADCYAP1R1",8.17253541505963e-10,0.999949975027523,1,"UP"
"536","INPP4A",-0.0481685326039145,0.522159706774172,1,"DOWN"
"537","ATP6V0C",0,1,1,"DOWN"
"538","ABLIM1",-4.85023530332955e-19,0.999999998558036,1,"DOWN"
"539","DLG1",0.0611476067552595,0.0686072665071172,0.543108919779804,"UP"
"540","MARK2",0,1,1,"DOWN"
"541","ISLR2",-1.61277444447728e-19,0.99999999939192,1,"DOWN"
"542","PICK1",-0.00695496881632832,0.793004389871167,1,"DOWN"
"543","IQSEC2",0.0214350165078264,0.655569185717897,1,"UP"
"544","TANC1",0,1,1,"DOWN"
"545","GOLGB1",0,1,1,"DOWN"
"546","CAD",0,1,1,"DOWN"
"547","KIF1A",-1.68111358536343e-15,0.999999913075595,1,"DOWN"
"548","ARHGAP26",0,1,1,"DOWN"
"549","GSK3B",0.0536411149948538,0.109720955538731,0.663262231568113,"UP"
"550","FMR1",0,1,1,"DOWN"
"551","CHCHD3",0.192830084417252,0.0330508955152489,0.408257788940669,"UP"
"552","SLC7A2",0.0859500593538013,0.248664626780662,1,"UP"
"553","NLGN1",7.7221891409642e-17,0.999999985500355,1,"UP"
"554","NGEF",2.62610719858244e-37,1,1,"UP"
"555","HABP4",-0.0533858527951589,0.24916643524155,1,"DOWN"
"556","ENAH",3.15994832408637e-10,0.999971304411518,1,"UP"
"557","IPO9",-3.27173845778452e-19,0.999999999031692,1,"DOWN"
"558","LPGAT1",0.0393826244701503,0.446614322793915,1,"UP"
"559","DNM3",1.8404321502174e-16,0.999999978823034,1,"UP"
"560","APC",0.0629452095292129,0.365257511975059,1,"UP"
"561","SLC12A2",0.110256357395521,0.243845013548658,0.992897655742666,"UP"
"562","VCAN",3.80620473200111e-15,0.999999894311817,1,"UP"
"563","CHCHD6",0.181419900052283,0.000854228761305315,0.0562996351055642,"UP"
"564","SRGAP3",-0.0163337988283437,0.393468920031359,1,"DOWN"
"565","ABHD14B",0,1,1,"DOWN"
"566","CNTNAP2",1.57753526539748e-18,0.999999997692139,1,"UP"
"567","THSD7A",0.081055472054679,0.146152929045323,0.765914234903777,"UP"
"568","AI837181;BLES03",0,1,1,"DOWN"
"569","SACS",-0.0789754123863118,0.16009423548589,0.792986461309239,"DOWN"
"570","MLC1",0.0538243209204796,0.502271245722542,1,"UP"
"571","PRKG2",0,1,1,"DOWN"
"572","NDUFS4",0.172557265165714,0.0625105749189643,0.521044027412779,"UP"
"573","PDPK1",0,1,1,"DOWN"
"574","GRIA3",7.24453159982142e-16,0.999999941298146,1,"UP"
"575","PDE4D",-0.102799349733594,0.122937454890221,0.702428925723561,"DOWN"
"576","KALRN",0,1,1,"DOWN"
"577","LANCL2",-4.54422376468357e-16,0.999999978648108,1,"DOWN"
"578","DAB2IP",-2.32346379873795e-18,0.999999996575562,1,"DOWN"
"579","IDE",-3.66367587335498e-17,0.999999987284393,1,"DOWN"
"580","MBP",7.4511944444798e-18,0.999999996035184,1,"UP"
"581","CIT",0.213749494552881,0.00999999650484019,0.229328747865504,"UP"
"582","SYNGAP1",2.28966365992162e-18,0.999999998585064,1,"UP"
"583","POLDIP2",0,1,1,"DOWN"
"584","GM9493;RPS7",1.69916291963003e-19,0.999999999886645,1,"UP"
"585","SHISA7",0,1,1,"DOWN"
"586","KCNIP2",-6.11339050621799e-18,0.999999997131306,1,"DOWN"
"587","LYPD1",0,1,1,"DOWN"
"588","RYR2",-0.0554886945559359,0.195129672054004,0.87786719621773,"DOWN"
"589","SIK3",1.00569804140104e-16,0.99999997524567,1,"UP"
"590","TMX1",0.066204430105329,0.13609606063073,0.738084507942672,"UP"
"591","TMED2",-0.00309633721687426,0.840159736506057,1,"DOWN"
"592","LZTFL1",-0.107709873563874,0.129882511271157,0.718919994028241,"DOWN"
"593","TPD52L2",0,1,1,"DOWN"
"594","SHISA6",0,1,1,"DOWN"
"595","DAB1",5.77286999131261e-16,0.999999924320749,1,"UP"
"596","YWHAQ",0,1,1,"DOWN"
"597","ARHGEF6",-0.115912948069189,0.271368226493036,1,"DOWN"
"598","GM10260;RPS18;GM11361",-0.076558572131648,0.101478661567731,0.654539013667431,"DOWN"
"599","PSD3",2.16279366884735e-06,0.993662688060522,1,"UP"
"600","NDUFAB1",8.672858668872e-18,0.999999994833017,1,"UP"
"601","D430041D05RIK",0.0802742702487173,0.0665241845809871,0.535595281541243,"UP"
"602","GBE1",0,1,1,"DOWN"
"603","SLC1A2",0,1,1,"DOWN"
"604","HNRNPD",0,1,1,"DOWN"
"605","CLEC2L",0.128341431780493,0.016984809704246,0.295489134696534,"UP"
"606","NKAIN4",0,1,1,"DOWN"
"607","TMEM132B",0.0992354997439206,0.0960671264914404,0.646843615209732,"UP"
"608","PCDH1",6.44143567332103e-17,0.999999992635508,1,"UP"
"609","CLTA",0.140866919364562,0.0324455412938934,0.408257788940669,"UP"
"610","PPP5C",-2.92850381910205e-17,0.999999995288086,1,"DOWN"
"611","NPTXR;NPCD",-2.86360221575998e-18,0.9999999965071,1,"DOWN"
"612","MTX1",0.0990208195540436,0.136389384345542,0.738084507942672,"UP"
"613","NTNG1",0.0249025564265117,0.562462095108545,1,"UP"
"614","PPFIA2",2.43775604010223e-17,0.999999990597732,1,"UP"
"615","CACNG8",3.88872176898784e-17,0.999999996690085,1,"UP"
"616","PCMT1",2.0839945160999e-17,0.999999996034222,1,"UP"
"617","ROCK2",-1.10194560484233e-15,0.999999945704576,1,"DOWN"
"618","AGL",-0.036632795348186,0.389364040189362,1,"DOWN"
"619","DOCK3",0,1,1,"DOWN"
"620","FARP1",0.0421919749174131,0.423908317695125,1,"UP"
"621","USP7",-1.41325518830812e-17,0.999999989742229,1,"DOWN"
"622","ARHGAP23",3.33263124706386e-16,0.999999975144831,1,"UP"
"623","TACC1",-5.46009019895771e-14,0.999999698051103,1,"DOWN"
"624","PAM",0,1,1,"DOWN"
"625","SLC4A7",3.54329282376035e-12,0.999994883401725,1,"UP"
"626","PTPRG",-7.96014481825173e-17,0.999999991689273,1,"DOWN"
"627","AGAP3",-4.02520457342789e-19,0.999999999820037,1,"DOWN"
"628","TRAPPC10",-8.18317103837279e-18,0.999999998223257,1,"DOWN"
"629","GUCY1A2",4.95224341260602e-19,0.999999998576532,1,"UP"
"630","ARHGEF12",0,1,1,"DOWN"
"631","CMC1",0.178128660771831,0.0275271381558857,0.385020943382444,"UP"
"632","AHCYL2",-1.37477766419054e-18,0.999999997571408,1,"DOWN"
"633","CARM1",-0.194356723086877,0.0378934810686231,0.431591800530454,"DOWN"
"634","SLC30A9",0,1,1,"DOWN"
"635","COPA",0.0883566457338129,0.246138391682157,0.996698810797507,"UP"
"636","GLG1",1.62906382587981e-17,0.999999993479322,1,"UP"
"637","TMEM55B;PIP4P1",0,1,1,"DOWN"
"638","PIP5K1C",-1.87517402794778e-16,0.99999997012215,1,"DOWN"
"639","SRC",0,1,1,"DOWN"
"640","BEGAIN",3.51267130430992e-16,0.999999975036048,1,"UP"
"641","SLMAP",-1.18601261630139e-19,0.99999999968395,1,"DOWN"
"642","CTSD;tr|F6Y6L6|F6Y6L6_MOUSE;tr|A0A1B0GT66|A0A1B0GT66_MOUSE",-5.8329037837557e-18,0.999999994335344,1,"DOWN"
"643","ANXA6",0,1,1,"DOWN"
"644","OSBPL6",-3.59480183617817e-18,0.999999996462621,1,"DOWN"
"645","RPS15A",0,1,1,"DOWN"
"646","CCDC58",0,1,1,"DOWN"
"647","ST13",-9.04190355774944e-16,0.999999928056394,1,"DOWN"
"648","VDAC2",0.096367700424434,0.274108389842978,1,"UP"
"649","PRPS1L3;PRPS1",-0.0330689955918855,0.45009218014832,1,"DOWN"
"650","BRSK2",-0.100764276966794,0.100132568618689,0.650861696021478,"DOWN"
"651","PFDN6",-4.62866324460399e-17,0.999999988070063,1,"DOWN"
"652","PTPRD",1.97595089127939e-16,0.999999963780993,1,"UP"
"653","RPS28",0,1,1,"DOWN"
"654","IGSF8",-7.79680345783925e-18,0.999999998715094,1,"DOWN"
"655","MAP2",0.0432875753073854,0.40764379833411,1,"UP"
"656","CSNK2B",7.48407636192231e-15,0.999999705150269,1,"UP"
"657","CADM2",0.0841829739936532,0.107439698593457,0.661044908800488,"UP"
"658","RASGRP1",-0.0630450407977627,0.163215901257167,0.801653144129658,"DOWN"
"659","SUMO3;SUMO2",0.113328475752976,0.147210188075323,0.768622311254267,"UP"
"660","REEP5",3.92249318538389e-16,0.99999995461835,1,"UP"
"661","VPS16",-0.0271874200459499,0.543880248629533,1,"DOWN"
"662","ARMC8",-1.15084596812446e-16,0.999999979583233,1,"DOWN"
"663","DNAJC13",-4.75019936912359e-18,0.999999994325621,1,"DOWN"
"664","PLCXD3",-8.68654978784657e-18,0.999999994212545,1,"DOWN"
"665","PODXL2",0.186423391325236,0.0512307935532439,0.467685365350379,"UP"
"666","HTT",-1.10100014797041e-17,0.999999992235248,1,"DOWN"
"667","SIPA1L3",0,1,1,"DOWN"
"668","ARFGEF1",-0.0947535173931654,0.122172754289591,0.700853766351685,"DOWN"
"669","PPP6R2",0,1,1,"DOWN"
"670","GNG7",2.74405289042501e-19,0.999999999658581,1,"UP"
"671","CTNND1",0.0538539311639744,0.295034176982399,1,"UP"
"672","GRIN2B",3.39204214813242e-18,0.999999997503165,1,"UP"
"673","SYT3",3.1171285806231e-17,0.999999996898124,1,"UP"
"674","CNIH3",0,1,1,"DOWN"
"675","CNTNAP4",0.115701405506792,0.039824953861923,0.437457051336007,"UP"
"676","IDI1",0,1,1,"DOWN"
"677","OMG",0.0917919466921662,0.304352993197712,1,"UP"
"678","RAB11FIP2",0,1,1,"DOWN"
"679","NDUFA11",1.44956398579556e-06,0.997076052634822,1,"UP"
"680","ATP2B1",1.25035063043132e-17,0.99999999380314,1,"UP"
"681","COA3",0.204723884569596,0.000689241869823625,0.0481501882849381,"UP"
"682","COX4I1",0.179279924460624,0.0126368569418924,0.255806089809451,"UP"
"683","TAMM41",0.0490975586176371,0.339708376798639,1,"UP"
"684","PAK1",-2.04245962732289e-19,0.999999999383857,1,"DOWN"
"685","OPCML",1.75454379900958e-10,0.999973442460674,1,"UP"
"686","GRIA2",3.62330326187123e-18,0.999999998182022,1,"UP"
"687","WDR11",0,1,1,"DOWN"
"688","SCYL2",0,1,1,"DOWN"
"689","TPM1",-0.0990121170212827,0.217143771190813,0.929573633995645,"DOWN"
"690","PCX;PC",0.04008312109283,0.340739073557913,1,"UP"
"691","METTL26",-6.93701095717211e-19,0.99999999966981,1,"DOWN"
"692","COX5A",0.417706809840933,0.0152922312387892,0.279601182778894,"UP"
"693","COX6C",0.321587350298344,0.00251101080829226,0.106212009413437,"UP"
"694","PLCH2",-0.101564145733696,0.150452086517748,0.772429734042209,"DOWN"
"695","FRMD4A",-0.0411039987468854,0.344549933958715,1,"DOWN"
"696","FUNDC1",0,1,1,"DOWN"
"697","ESD",0,1,1,"DOWN"
"698","GPC5",0,1,1,"DOWN"
"699","SCN3B",0,1,1,"DOWN"
"700","ARHGEF2",-2.12553186006502e-17,0.999999987772408,1,"DOWN"
"701","UNC13A",1.90330291803829e-17,0.999999993151432,1,"UP"
"702","ASAP1",-5.55924781469044e-17,0.999999992277014,1,"DOWN"
"703","PPP1R9A",-0.0519091156192276,0.20255245467526,0.894810024316646,"DOWN"
"704","ADGRL1",5.22378701035516e-15,0.999999814119855,1,"UP"
"705","CEP170",-7.13190352419667e-18,0.999999993550303,1,"DOWN"
"706","CDC42BPA",-0.0475966118653249,0.261239414598953,1,"DOWN"
"707","ARHGAP39",1.38969334494378e-19,0.999999999695743,1,"UP"
"708","COX7C",0.313566483439161,0.00255004398563027,0.106276833165826,"UP"
"709","CSNK1A1",0,1,1,"DOWN"
"710","CLEC16A",0.147828888786261,0.0640315982139287,0.524466905601948,"UP"
"711","KLHL22",-0.0245177810951745,0.574817660802693,1,"DOWN"
"712","NUDT3",-1.88256223010225e-18,0.999999998579698,1,"DOWN"
"713","STIM2",-2.52876844283965e-17,0.999999985326063,1,"DOWN"
"714","MTMR1",0.0345304628203799,0.169516398901167,0.818962464979297,"UP"
"715","CACNB4",0.0331561917466106,0.50903870924585,1,"UP"
"716","VDAC3",0.0127430137199362,0.682042642120761,1,"UP"
"717","NAXD",-3.98095458839939e-18,0.999999999464228,1,"DOWN"
"718","TXNRD2",0.11932613960981,0.10299872173087,0.656504406826834,"UP"
"719","ADSSL1",0,1,1,"DOWN"
"720","ARRB1",-4.13585848286621e-16,0.99999995639359,1,"DOWN"
"721","SYNGAP1",0,1,1,"DOWN"
"722","IRGM1",0,1,1,"DOWN"
"723","MYO18A",-0.0428486144564423,0.312853678162224,1,"DOWN"
"724","BSG",0.185774926739628,0.0509472920014092,0.467264160297714,"UP"
"725","MYH14",-0.00622777713514189,0.68774096750813,1,"DOWN"
"726","ATP6V0A1",-3.65629179302068e-17,0.999999984162155,1,"DOWN"
"727","CADM3",2.88614886308178e-17,0.999999991802035,1,"UP"
"728","TMEM178B",0,1,1,"DOWN"
"729","EMC8",-3.47083894334448e-17,0.999999992757878,1,"DOWN"
"730","CAPN2",0,1,1,"DOWN"
"731","CACNA2D1",1.63488047712094e-16,0.999999972946328,1,"UP"
"732","BIN1",-0.0440746119410034,0.454783247226794,1,"DOWN"
"733","SEC22B",7.7283296296019e-16,0.99999992959056,1,"UP"
"734","DPYSL2",-8.06031869653554e-16,0.999999960262285,1,"DOWN"
"735","RUNDC3A",0,1,1,"DOWN"
"736","CRAT",0.13781710606938,0.0150160199168603,0.276333769119365,"UP"
"737","STXBP1",0,1,1,"DOWN"
"738","STXBP1",0.0779128068908568,0.107579756377911,0.661044908800488,"UP"
"739","CAPN5",0,1,1,"DOWN"
"740","DLD",1.61490299213326e-15,0.999999888828945,1,"UP"
"741","UBE3A",-2.17608597244126e-15,0.999999926287822,1,"DOWN"
"742","PRKCSH",-0.0634524490757414,0.194533503579711,0.87786719621773,"DOWN"
"743","SERPINB9",0,1,1,"DOWN"
"744","FAAH",-0.00898215212965454,0.686057747927646,1,"DOWN"
"745","FLOT1",0.0035609368952672,0.813491653114244,1,"UP"
"746","NUMBL",-9.88646058376577e-20,0.9999999995781,1,"DOWN"
"747","COPS2",-0.0749463961489302,0.0412233666878924,0.443786602920844,"DOWN"
"748","MRAS",0.0744112494555541,0.127747249330697,0.715904761359397,"UP"
"749","WRN",0.0895229673882837,0.120478660464364,0.696410164536962,"UP"
"750","PSMB1",-1.2769048085856e-17,0.999999994094001,1,"DOWN"
"751","NDUFB11",0.0537744251547918,0.354457901576748,1,"UP"
"752","SYPL1;SYPL",0.0489650607916309,0.267030052102804,1,"UP"
"753","SEMA4D",0.00153618807450151,0.880738111052982,1,"UP"
"754","GSTO1",0,1,1,"DOWN"
"755","CNIH2",0,1,1,"DOWN"
"756","SCARB2",-1.51088325868707e-13,0.999999215202636,1,"DOWN"
"757","CSMD2",0.133714589705654,0.0450893886598036,0.458488523386614,"UP"
"758","NCAM2",0.100485355697584,0.0672454134537115,0.53765526140272,"UP"
"759","CX3CL1",0,1,1,"DOWN"
"760","DDT;GM20441",-3.89913328204471e-18,0.999999995471313,1,"DOWN"
"761","PSMD4",6.62516719395665e-15,0.999999881969937,1,"UP"
"762","PTPN9",-6.79527563801463e-20,0.999999999825861,1,"DOWN"
"763","EXOC7",4.86916369906518e-19,0.999999999663247,1,"UP"
"764","PURB",0,1,1,"DOWN"
"765","KPNA3",-2.84785259912664e-19,0.999999999554036,1,"DOWN"
"766","CAPN1",2.94845839548896e-19,0.999999998837675,1,"UP"
"767","NRP2",1.72043126592792e-09,0.999906739546183,1,"UP"
"768","EXOC4",-3.14936390210001e-17,0.999999982887207,1,"DOWN"
"769","PLD3",0,1,1,"DOWN"
"770","PRRT1",1.48103454399503e-15,0.999999963173361,1,"UP"
"771","ECH1",0.0450298710060263,0.393798699714896,1,"UP"
"772","FKBP8",0.0641282394770643,0.143965877010332,0.756956021237996,"UP"
"773","CSPG5",0.193366271571235,0.0483958956609278,0.466806873802168,"UP"
"774","PSMD14",0,1,1,"DOWN"
"775","IFT81",0,1,1,"DOWN"
"776","COPS8",-0.119499252682573,0.0199377617505036,0.328959046545937,"DOWN"
"777","BMPR2",0,1,1,"DOWN"
"778","PMM1",-8.85987836026907e-16,0.99999995353189,1,"DOWN"
"779","SLC32A1",0.0881779478107068,0.122414472245619,0.700853766351685,"UP"
"780","CORO1C",-0.138985418749147,0.0242784879614858,0.356503807683164,"DOWN"
"781","AP1B1",0,1,1,"DOWN"
"782","MYADM",0,1,1,"DOWN"
"783","NDUFA1",0.172415723030377,0.107114283481706,0.661044908800488,"UP"
"784","NUDC",0,1,1,"DOWN"
"785","TIMM44",0.0537124033116338,0.270626149790839,1,"UP"
"786","COPS5",-7.22763810007664e-18,0.999999993365414,1,"DOWN"
"787","SLC1A4",0.131291025512014,0.147981902613316,0.769053349915042,"UP"
"788","CALU",-5.88895537650983e-19,0.999999998919582,1,"DOWN"
"789","PITPNM1",-0.0456867093568566,0.502928588707031,1,"DOWN"
"790","DDOST",0.107252057675704,0.157742682180477,0.789319602239973,"UP"
"791","AP3D1",-0.0395418926156206,0.411903822503565,1,"DOWN"
"792","CSNK2A2",-5.30619933110124e-15,0.999999692528456,1,"DOWN"
"793","BANF1",0,1,1,"DOWN"
"794","CRYM",-0.0531616130491656,0.418027992759249,1,"DOWN"
"795","ASNA1",-0.0367994304880581,0.459246392751831,1,"DOWN"
"796","SLK",-3.55243991072875e-15,0.999999882120071,1,"DOWN"
"797","CNTNAP1",-6.55585079335695e-17,0.999999985969283,1,"DOWN"
"798","TRAPPC3",-0.00908057902813206,0.633832083336738,1,"DOWN"
"799","PGRMC1",0.0430168549752079,0.431283052655624,1,"UP"
"800","ENTPD2",0.105503912793076,0.444514945636627,1,"UP"
"801","CORO2B",-0.121744953467054,0.00289533612146022,0.113963646780809,"DOWN"
"802","SNCA",0,1,1,"DOWN"
"803","CTNND2",0.169937596186489,0.00206742899688251,0.101018858226983,"UP"
"804","IMPACT",-0.097712295585938,0.115906161176258,0.687192595760493,"DOWN"
"805","SYNGR1",1.9630431654501e-15,0.999999897927228,1,"UP"
"806","NIPSNAP1",0.0312237781090233,0.459047497175671,1,"UP"
"807","RPL35A",4.98512011574979e-22,0.999999999998204,1,"UP"
"808","ATP2A2",3.90373997402058e-17,0.999999994458419,1,"UP"
"809","CPE",-0.219405637706849,2.75963591037302e-05,0.00558629154999795,"DOWN"
"810","PSMB5",-1.6642397332618e-20,0.999999999943479,1,"DOWN"
"811","PIP4K2A",0,1,1,"DOWN"
"812","CST3",-0.0919510733742467,0.00355491908860412,0.122572337069417,"DOWN"
"813","EEF1B;EEF1B2",0.0438968574264611,0.178244922213989,0.841910182590742,"UP"
"814","HMOX2",2.0436282343225e-16,0.999999969990531,1,"UP"
"815","PTP4A2",0.00760589533434277,0.740513643909243,1,"UP"
"816","CSTB",-0.16627427066463,0.038377252552461,0.431591800530454,"DOWN"
"817","PSMA3",-3.57231606600325e-15,0.999999876906018,1,"DOWN"
"818","GNAZ",2.6762250067164e-17,0.999999985101026,1,"UP"
"819","HSD17B12",0,1,1,"DOWN"
"820","SMPD2",0,1,1,"DOWN"
"821","CASK",1.12808412475366e-17,0.999999986265568,1,"UP"
